condition,generation_seed,question_index,question_sha256,elapsed_seconds,generated_tokens,target_calls,drafted_tokens,accepted_draft_tokens,gamma_matched_blocks,gamma_matched_output_tokens,speed_numerator_tokens,gamma_weighted_seconds,continuation_last_number_correct,native_parser_correct,reached_cap,source_row_sha256
adsd,2115,160,8f6e99056a81d4faf8ad1ca1df2f4cd9406d423628851e6021112b75fc0e018d,32.80535054206848,128,44,436,84,42,119,128,30.49872433207929,1,1,0,9150727b0540e08513f1d4a89924197ad799a67e1d5ae5e808650b0b0f10f488
adsd,2115,161,b8c462eaeb0b0329edfd68eb6c3cf6b2cb0e3a187873cc33762360965072b073,34.181830167770386,225,46,451,179,45,224,225,34.02991092258029,1,1,0,12feeefcc24fb03e9b4313c173e2e6ca229dfc316d97d4b9bb173c2fbadcfa6b
adsd,2115,162,a62879f4d67cdf68ab6c5d5b14afe68a3f7fe899dfde74a68895e10e7fbced19,59.88536882400513,254,80,800,174,80,254,254,59.88536882400513,0,0,0,0d87a681b574957539124f4c5ff050b84ebfc69b82bd28fba196cd0689daa075
adsd,2115,163,6b1d4f92fafae286167c52c703c6848fb9a6870037974ef7c1b5d77350388e94,45.4616014957428,209,61,604,148,60,205,209,44.59152299821662,0,0,0,f9f963aba42069c591db227030504499cc16cd13dabab6ef98d6d46b1cea83d0
adsd,2115,164,bee14fca4246442a51d1fcf03645c0a5e392f4524236c99bf18d84714a9ac320,37.014620304107666,149,50,488,99,47,141,149,35.02725814012873,1,1,0,3c7353d79c7d630323cdb38d2675e4a11efac1633d452ac009855eb160a855d4
adsd,2115,165,af00da18ead667e55db61309a2f1707a9aa2e8e590959b4132b13bde2ecd18ba,31.72744870185852,166,44,408,122,39,158,166,30.198415029479797,1,1,0,4db966c30e153f4235194200cf45bd684df04284f2ec4d51d026c4f197b9b853
adsd,2115,166,d351c7c5d3ee5788a4a7e2ea6d5207db3813066d6cf41a4c4c4bca1b2096a986,24.371508598327637,130,33,319,97,29,114,130,21.371938309302696,1,1,0,20618e02e62711cdd7dac754c9ce10d767520ac49796de5245a2857cebf9260a
adsd,2115,167,32c3bf9fb98cf5f8712f53dbddd3f7ff00e0195564bac32b0f75bf692427f81c,46.32783365249634,287,62,617,225,61,280,287,45.19788649024033,1,1,0,ff06f285a0be30908563f049c4342611330179f6a0d603382e47906fcda01cd7
adsd,2115,168,fc19f1bb02531b4cd0be8555898f11ac11b40528ca1eced0745624d9192051d6,18.635392427444458,110,25,246,85,24,104,110,17.61891647685658,1,1,0,d917ffb2b23d1b286f12cf518946d34a57e826e6a6e5c5a365188b2726b0b449
adsd,2115,169,a9e03f1a4adc9df02059a6a1ed363640cc1e3f89a5887472a3a9944eb0ddd4cc,41.048465967178345,159,55,545,104,53,151,159,38.98313434618824,1,1,0,71dc354796a7ebc8b8b7535c8f7593d6c46e58efcd06c099c351830b9e877cf2
adsd,2115,170,88bc83094da56b360ca07834caba87d6b38ad3d560f46198d6ed0a86e513f6d7,29.79301381111145,143,40,395,103,38,135,143,28.1262717797206,1,1,0,c911bd43a2ebed42a58c40af0c893d2a0c82e987ec758a18d64ab4d0163d75b6
adsd,2115,171,9ba6bc62521e272d574838f595df6635350aafeec948b49073aaed160856a24b,46.2247850894928,221,62,613,159,61,220,221,46.01562316601093,1,1,0,afea535a8b7398dab80f0cb050a1ffca1c40a62705d70063d485bd2ef0a9f729
adsd,2115,172,a1f065b6912ef1a6933452cc931f968ef16c411ef798677d4a3e190fe068ade0,48.65294599533081,210,65,650,145,65,210,210,48.65294599533081,1,1,0,d116cd8ece25260f94b1b854cdb8180240bf606ab610bdc02b5beb4e64bee17e
adsd,2115,173,26f01bccae24bab18f42201b6c02ebaed7f5a2cfc7c3299b77c0512354209fcf,57.992109298706055,346,78,768,268,74,335,346,56.148429523313666,1,1,0,6d107dd3ec0f476eab52c5f4fcd796b1d0ffa5ac70dbce8170868e90aedca0e3
adsd,2115,174,b5f82fe7beb2c711bd974fd9bd1f83a5dff1a3c3f94699963572954c8972ec0d,42.6077344417572,179,57,566,122,56,173,179,41.17954222583238,1,1,0,40db6d5c361cdc08fe0b4a7b59636c342a5366bcab336ddd3a1a69e19ea052ff
adsd,2115,175,7588f7e816026ce9039cae073bf681eca9681de0a7a9bc14039b8c757ba40bbf,97.75632667541504,419,131,1301,288,130,418,419,97.52301801986512,1,1,0,459b2d6830fca37b3873e0aacd505d43571797d357b7412d96d4278e129a4276
adsd,2203,176,e8aa751873f681ba49d9116ae9a8bf525ac1a162b75bf041e891e6c841774c26,43.31975483894348,163,53,525,110,51,151,163,40.13057043362249,1,1,0,f5a45d90e6cd73991ec792a320f25a5f95b7859a8f8c9b0a02196795ae77056a
adsd,2203,177,55091194deedd01e75ab16a799766d76ad0ecc478b159e0a72c51a19eba1dcbc,44.07660436630249,251,57,565,194,55,237,251,41.618148345871276,1,1,0,9ba0b5892a602f76fc4810997ff36131ba595499a794242966089e3b8096fa62
adsd,2203,178,e2c3edfe6881860228f62cbb2dba4a9e84a6beebb1159c7206bb132725343a28,23.737234830856323,151,31,300,120,29,148,151,23.265634138852555,1,1,0,5ceb95bc74482e2e5f9c9ebed95b9eda5f3bdd8a84cb0c77dc4acf3f00123e5d
adsd,2203,179,fb405227a6c4379195ef2cec314434cb65c172dc6cac8aa07694266d16e87852,23.894659280776978,120,31,305,89,30,115,120,22.89904847741127,1,1,0,49d1bbfa5a9191d9dfa443aced79ac339d831e1b1228c6f0f28208ee3c1f0e63
adsd,2203,180,be2e53f5d8e20c08cbf4eb8ce747ae64b01428d19a7abed1529ef1042b238b12,33.869861125946045,158,44,431,114,42,150,158,32.15493144868295,1,1,0,7192591c9395e32886f0df8b80c55b6786a7890ca40b4c277b63fef2e4d4e113
adsd,2203,181,16b3730457e34d4a2abf5213162ab6ba80a709a4cfc59eed4a008162179b933d,56.528618812561035,227,74,716,153,69,222,227,55.283495050169826,1,1,0,9a068f4b819b904f3f89bbcefe27ee037c06b24fbed5235c5bd7cde408cd91c8
adsd,2203,182,399133d2721b513176a6d5ec42c24c27a922dbab61212020b81e7ad0e08a3b55,43.480050802230835,247,56,558,191,55,239,247,42.07179004750271,1,1,0,d6119956ebfc7da0cd9bda8835f8186f23919bcda2f26e5d5dc6b5bb62a2870e
adsd,2203,183,f29cc49868a9b93fc1f8bc183ee65933c5743a67523e973f84fc6014cd9d4809,46.91519355773926,288,61,598,227,59,284,288,46.2635936472151,1,1,0,40a06bbf54f9ab8386c96512a9fe5d9d592905395cf4299b371f084efcbf4a23
adsd,2203,184,deb7c4010383be036c6f43eefd041361bbc79180b6522049b1416b179a7e2164,63.276740312576294,291,82,811,209,80,281,291,61.10228188259085,0,0,0,c6cbb03570bf0cd988604048a2f50df6ef259d9b2b032a00c1424b05237f5c42
adsd,2203,185,85ff4f96b8c7828badc6e85e55d3e685addb248181cfe06744c0500c24fcf229,22.387338876724243,82,29,286,53,28,76,82,20.749240910134663,1,1,0,b682beaf68820f3064ddd9f1a1a0085f6c804bfcd31410ef7d68a86c1fdb094e
adsd,2203,186,585a3e2e7252aa6407d6ae2e576e80ddba88352149eb287c0964a255d6eb756e,50.34115219116211,285,66,660,219,66,285,285,50.34115219116211,1,1,0,dc58ec52aab1af7aa453f19ab8193290a2e7906449ee728f645feee8c147e7d2
adsd,2203,187,82fc37f3955094866cdea7c8b282971f245eb872212aff8fb32bf16ce6c1fc60,117.22231698036194,510,156,1553,354,154,497,510,114.23429713576448,0,0,0,604831b74b9ec153d6f650cbfb2826a22f6be92f39c08acd22a880031897b8ec
adsd,2203,188,56680f207e277d0832470931f3c467cb4a1021b3bbf3bb88e7e86e3c8eeeb2a1,60.11556315422058,304,81,792,223,78,301,304,59.52231746519867,1,1,0,083dc50277d49a2fabb4f6ec0d90584d80b1cd6a4ab98d8826dbe2e545cf3a2e
adsd,2203,189,e8c1a0f1c5af91d644f38807003021b9485ee8916a84a4a4aca345bae682b71b,54.161163330078125,278,73,716,205,68,266,278,51.82327138777259,1,1,0,6881c0a1f8591e787ad05d4b1f8afdec009d63e02316884a5a4a54e6a0ec898c
adsd,2203,190,fc3ce910eb0a3839ef295f46f96a11d33843af28b19b2be389ae309fc3b645f4,22.003055095672607,96,30,288,66,28,89,96,20.398665661613148,1,1,0,27c341e4ae9904d989e02b7d848e023581dfef2f03ab5d2ead1169d4359f54ad
adsd,2203,191,dfe05fecd5842c0cae1ac39e179b099919e6c99c5a51e812657b8b308c37773e,27.307799816131592,126,37,359,89,34,114,126,24.707056976500013,1,1,0,f1d4184ae730848d439ed758ec94b5373e87373527399a9786e5d3e95dec436c
adsd,2203,192,234cb2474351dfbccd620c184424ac7ba7da0cfc405c4d0af9cc8252bba6edf4,57.73547887802124,284,78,765,206,75,278,284,56.515715239753185,1,1,0,8fec6c1c68f9c93661485f51868bec5b4f296cf8602f00b27f1d0454e9fbf0d3
adsd,2203,193,83a1d4f50c9399fcb9826602f413377dbc5e947a2af4ed2addf3a8d2bf532d27,71.67730188369751,321,96,956,225,95,315,321,70.33753923166579,1,1,0,6388e1a7fc5ad3df2863b3363da329aec521c83215aaac895111d8e95495fd43
adsd,2203,194,236ac935eabcc13702d06d3ca0ccf84046b3a0134d51f20b58d7565ab4791532,40.74981379508972,182,55,541,127,52,172,182,38.51081303711776,1,1,0,12562e1ae1e55d3d07ac3c870df8185c19ba5b1dd8f61269e4363f6ec10a864c
adsd,2203,195,f63234bab7641eca3157f7f439feee626542fd2bf3c83731cb5e1425d30955b9,29.861384391784668,158,40,398,118,39,150,158,28.349415561820887,0,0,0,bbaf134ec606767c9a8b5dab9ae6c76910147a06da1dc08cf1aaca70681b020b
adsd,2203,196,a77ce578740f0707125d98c2883d3be1120dcb5266d42dc530976a1978396633,26.742169618606567,95,36,354,59,34,88,95,24.771693962498716,1,1,0,417e0dc49e2321d3aab825f69ff1d9b058cea9f3a131c433c421dbd7376282fc
adsd,2203,197,47ddcefbf8e739751cb692d151dbf11326232f22d4b102b4ac9df8eee5b7fe75,33.562251329422,148,45,448,103,43,140,148,31.748075581885672,1,1,0,ae0890e38c0f4e79c9c551735bcd54336ecd6ddb00b69616da5b8ec01e9274f3
adsd,2203,198,bd4992524c6e0423e384132ac3bc4f10ae5c68a0dab570ae97cb6350ef3ea70b,42.99664282798767,271,58,571,213,56,262,271,41.568710040342324,1,1,0,01b069e09528757de091af447ab14942fe26aa1d5ee698425cf008dbac50173b
adsd,2203,199,7ca0e77eaa61c65b9b498c2f10a0bd23bba77a585128144380f1e653d3cbc6dc,37.71889638900757,174,51,500,123,49,172,174,37.285345855800585,1,1,0,482a966bb9ef4e949b51eb2ffb045714b32ab80c0f0718bae4caa7f599cd637e
adsd,2203,200,8c508389106306ae864c1ef86595aa13980751f2f0220e3110b444ca2953a570,80.17514777183533,359,108,1068,251,106,357,359,79.72848956697831,1,1,0,377ea1545c1d5190eefe75b81bfdf7ff77e0076c14c658dbf1a04d01538653b2
adsd,2203,201,6425d55456f47c925810a56d3d85e30c8538941882ef7a575345683559233540,62.78903675079346,322,84,840,238,84,322,322,62.78903675079346,1,1,0,0c30917741ae42d52904c907b70282a629dbff7899aaa00276fd3a14f8bf8e30
adsd,2203,202,5c490a76c1618dbbdb4944047a9a72f36948365f4dacc86f7c7873f0a5576c25,40.38638377189636,143,55,532,88,50,126,143,35.58520528153106,1,1,0,f3b659fc64cefcf40fa9eec58d518ad8282398bed3d41b3b998715f26b37bf46
adsd,2203,203,d73099f3011813214b1a6cd8cb49de33235ae6114e3ce021d24520576badaa52,43.59498167037964,277,60,569,217,54,263,277,41.391625196064425,1,1,0,619265debd803d52aef85afb67c0f45672d605e8076c7ff8f915fe7efc4bc8b8
adsd,2203,204,ca83378f3af35bfa295974bd053805eaba06d9c15ee50b49e14fa7bec86ed020,35.84207463264465,245,48,480,197,48,245,245,35.84207463264465,1,1,0,482d58c31af404b66089d8facf5e894cd90e2a7901934f45a325cb24919e90b0
adsd,2203,205,844d7a1768c19756c101703fa897d92dd20623ec5286c7dad00f4ef6b78ee939,71.92657017707825,329,97,965,232,96,324,329,70.83346120782174,1,1,0,5dad91b80823b473cf251fa4a557b93ce846e5e4b865a9f65d818afc9057eb12
adsd,2203,206,533a1de2251946281ae679d11b79aa11ec139bcaf9f50827dde6afc325e24b11,40.23609185218811,211,55,533,156,52,206,211,39.28262995995617,1,1,0,181a545ae6f95e80dcaa140e364196b2424e3825990ca9076751a781362a038a
adsd,2203,207,2c1d56da9abd00d91ab6aab67ac42e928e649c32f6dd81966e0588aed4d76422,32.271923780441284,151,44,427,107,41,143,151,30.562152984126513,1,1,0,c47ae05d9ddef1ee6882d26f38ee59985c6b342ff1368037be895c76c07feeb5
adsd,2203,208,1aba011a8a41172f96e8edb5a9ab4a1d432a675e9aff9e5e4004173c66a01e4a,29.67764401435852,152,40,397,112,38,150,152,29.28714869838012,1,1,0,a6a77d0122997e5a3eead4a95f31484e9908dfd26ea358312803f7d996968fde
adsd,2203,209,5d6ed708fe4546615db9a393deb23d4c485926e7eff5d7bdc4e4ccdd0c03f25d,51.25363898277283,283,69,687,214,68,276,283,49.98588112807526,1,1,0,27e72a1280017ff2da7ebefbe77fb3bea63020b3c7deb33c3846a3b1171c0d5e
adsd,2203,210,0f4d92e85aa0c2c5aebf8846e25b3d5532bf4ec8a3dd896db39e4fa0674d8b6f,107.54404425621033,512,145,1438,367,143,508,512,106.70385641045868,0,0,1,0c23f1c4afffe302c7851fd45701ab87827e270dbcd63178bd682f10475fbaa6
adsd,2203,211,a57606634ec21ed900122c92431e2d6cd4a2d5c59ce15a92b8f523dbdbcccbf0,64.80755043029785,378,89,852,289,83,361,378,61.89292514639557,1,1,0,11124b2f2b09046ba07b36c0f79b3c6fe54a693a9fb826020adf86539f48ca24
adsd,2203,212,5e156993b8efcfcb07ee8863b626619896ed9658149f65c57d3c96c48216b043,42.81382656097412,239,59,563,180,52,218,239,39.051942218796476,1,1,0,38367301a3f64665f1a1e17bf5f00c696b716cc4bed65a83323ac3291c0221c8
adsd,2203,213,68c5c8993f3fbb971b1bba1d8f7dcd5ac8125c809f7101b54bd5d63fd2ce6886,39.365010261535645,172,53,529,119,52,163,172,37.30521321296692,1,1,0,7341d637aa205b88c1f355f66c0dfc9da72da3cb3a1cdc5ae1ce470e9ae44e3a
adsd,2203,214,13ddeb54e970018f1030ba0963d8195825f540a6f0eef5e66367a8d4d435ea29,59.40998864173889,275,80,796,195,79,269,275,58.11377070773732,1,1,0,7b1464a847146bbba11ce16833b251b64edb2c4215c12ca78dbda13481271de3
adsd,2203,215,a0e2ddc570b41c81931d0ede1670d67d97df1bb230ba65588b2cfbfc081807a9,51.104636669158936,230,69,683,161,67,225,230,49.99366630678592,1,1,0,5440c39128d8e906a86eb8e96118db330730846cafe4f6a1a368a2f9412eb984
adsd,2203,216,2572d479f96d18299a51e2d53c64b89dcbf4bcfce02402f02969e38976b051ef,40.70980453491211,181,55,544,126,54,177,181,39.81014034629527,1,1,0,90dd0b8a732929fe5cf07fb42573b0e57020ab4d59ce2fcfd88ee89e2643d63d
adsd,2203,217,1cadaca3f746edc6758410e1e3ed8f379adccbfae94a017ae67f8b1f68b9ca4a,30.36517095565796,101,42,397,59,37,94,101,28.26065415675097,1,1,0,bc65588c0f2b8f5d6c446638b3f266c3ae4b951b123eae60d2b9f62a6e62fdd6
adsd,2203,218,294f2782d6452e02f5181a29721163f0914705ed7c28c56f034c9d3ed09b0cb3,40.440762758255005,209,55,538,154,52,197,209,38.11880508792457,1,1,0,285f8cfec0ecb33eec74fd212f762eb36f62dc6733af3d51bcfaf2c35bb75b39
adsd,2203,219,7aca3c05914d1ecaf56593b3f0b44a5b318307b2e117c41632bc38c0cb3e9b72,46.48868179321289,228,63,622,165,62,226,228,46.080886338886465,1,1,0,20731ce9fbdceccfef73740c05f9a4d40c6d3ca2a716ad36d1fbd115e4a23e62
adsd,2203,220,ca8264c5040be49ee75ec25aad2e456775908d3e047301209b393917822ec74c,29.44208288192749,161,40,391,121,38,157,161,28.710602561879604,1,1,0,38bb4aa3f0b87d26e4a0045af721fc5d1a5e973769493bfdf807ce68f74b7161
adsd,2203,221,e1285b19802da406262539cf604f1667f0a3e8367242b96ecc762b3c075a0e52,23.82987356185913,138,32,320,106,32,138,138,23.82987356185913,1,1,0,00d28ed837097f1f87b86dc280f51dd87f61f2b8780d58353119015fb55e36e0
adsd,2203,222,38359054b5633c61ac082cf7ae6f73979ab6591917e87e1231107b49c5202a86,25.147472858428955,89,35,328,54,29,79,89,22.32191411029087,1,1,0,03f4677249d470aeb6edfeeb6ad61df1c3bc6a76af5e846bc427e88e6fe27aee
adsd,2203,223,25b2ef0cc82aaf2dd292d85f6c7f7551d1080c82ffae59b1e9a09e4c93072a70,25.32262086868286,123,34,340,89,34,123,123,25.32262086868286,1,1,0,ce6c2e22bf8ed001b389c8eab81e03b1a68c8be76763915093764c41ac9eedba
adsd,2203,224,1ad5488061f15e9a3dbd95b05876990fe99bdad5efedb33ed1179340e2ed5dba,24.85298252105713,195,34,328,161,31,184,195,23.451019404484676,1,1,0,1abfd12079dce6a90af4df26273adf83d0940a15051e439033d0a49ddd8029c6
adsd,2203,225,696619ca10a30a03d2ee0f2a07e1b3c14ed1ae7e1f59e42ce84c71ec953819d1,34.258100271224976,123,47,453,76,44,118,123,32.86549456914266,1,1,0,4d72a1c2b7c729af9ba7bd5aa1de41417f5985c80acd0219946008de4294a665
adsd,2203,226,d58e5838fc7750bc87cf98d3888c5cb7bac568a0c7969d1466ce5fd6acb956fc,61.7104926109314,331,83,828,248,82,330,331,61.524056077363625,1,1,0,f170e6a7f5cbcde5fc714cb50bd2e6f9bdd62f32121341880524db0e058c1c0b
adsd,2203,227,59892b16c65d22087cb2aa8c612a00c51db674a78293acb37b785f61308c7426,43.8322696685791,263,59,590,204,59,263,263,43.8322696685791,0,0,0,7d9433630d3a1a2c496d1444b023684cf62330fd287628ecc84c87033cb664ba
adsd,2203,228,b26cfbf53406dd4d3c827c592bd0925a246f647a04245d6dbe5fa7e9271777e4,61.83701515197754,253,84,824,169,81,246,253,60.126109594412945,1,1,0,3413f82eebf1e246bb105cbde765580c0d87b6d25f112f27f36a8c394ad1f7ee
adsd,2203,229,080675833c6d9ea281fa95c98ad19b53520b9f325e7fb22166adc5a022fe30d3,46.32764172554016,206,63,617,143,61,202,206,45.42807586679181,1,1,0,5956eec542a525013794a8568c3b8ee3dbf4860e1b46069a95eb9b20951731a9
adsd,2203,230,74b1d6c6c2f90f76f55b438e77da74c8329c2c7391798389cfe2a677e583ab56,39.10176610946655,245,53,521,192,51,239,245,38.144171837397984,1,1,0,b763cb26373498844141fd81fe4104dce1d734d8a58ea4d0dbffe5a9f4eebce0
adsd,2203,231,56e4a8f390454742d43bd2e82866aa0e8295da4db6bc074dd955e3d70cab4804,32.82286810874939,126,45,433,81,42,120,126,31.259874389285134,1,1,0,cb89b003059e356d9520262ca9ceddc0e9d9f910fde6a6af639546c123fa6de2
adsd,2203,232,1420b7a308f6e8accd63908c6529a82019f970e994fbe4d27158a66c027dc9ba,21.66553258895874,112,30,283,82,28,110,112,21.27864807844162,1,1,0,8a88ae657d7309fe78d24cb8866231d9df63fd18ac10c72f4b6874fb8788d89e
adsd,2203,233,3024e362696acd66ffcf22b5c755cfb4d54fe9232ed429aadb767ded1b175bd6,31.519565105438232,146,43,418,103,41,142,146,30.656015376522117,1,1,0,3dbc4f17bca947e29de865138aded680d7cbace08a6790c90a6461d2e275f6e6
adsd,2203,234,393b992899f7f10740dc00b2070878ca72a2bf285b90467f8c73d3aca5ab4a52,51.43455791473389,204,70,686,134,67,195,204,49.165386242025036,1,1,0,99c62323c9c77c2a8b35ab111438a439001b520afa270d6514014d062f22aca4
adsd,2203,235,7716dfeb1725b3fbb65f357ed7842dd47562b35060969ceb102397b6cc9d8ab7,23.333829641342163,96,32,308,64,30,91,96,22.118526014188927,1,1,0,d99dcd7ca52cfbb488f2f8bf3f7aa624ac416278b3d7bd4f27f52bb2c6522ac6
adsd,2203,236,029ef1d7713b4f7c2f68f29e8647a5c114d0e1d155a155deadd809e17dece717,53.932103633880615,200,73,722,127,71,194,200,52.3141405248642,0,0,0,583cf88632320271cd212a8cb5786c8fe4bebfe6f15c4347278cb1d0ccbb8f42
adsd,2203,237,766b9e06dcb74b37db25066a19a6ef675d86b55461e76e497ccd0fc1c2121d79,20.047340393066406,105,27,268,78,26,100,105,19.09270513625372,1,1,0,a938a8b2c5fc014defabca8b12c88bd9109b765c9abab56c0ad1fd3b04261d6f
adsd,2203,238,664927c9965ff5ad2b75b556ae51e0ddc812e7b7e372d06952005656f6ca4683,20.844817399978638,118,28,280,90,28,118,118,20.844817399978638,1,1,0,3238a16bf948e4f90afbc2c6ff2e63f7cca418afccef03b2b6d3ff937febfd0e
adsd,2203,239,819a8794c42af423e265cdbf4704bed6a30ce802a56d961439106456ccc89146,32.01472496986389,201,43,430,158,43,201,201,32.01472496986389,1,1,0,8605334c5afcd54ec54f7b7d3a9c496ad509128ff92b1eb5e4879e2bf244811e
adsd,2203,240,344f259f27823e6e3ee93d41baf8ec2e754d060893eebc8fd3cdbac4e6e79788,41.895174741744995,221,58,550,163,54,214,221,40.56817825671235,1,1,0,5094006d95a3b8000eaaac49320923d8b9618f81b9f6ec8a960465888b777d0e
adsd,2203,241,8e2693d6c9f71919efc5b114804e03d91e220571db0109a9ce79f7627b0e1fdd,57.23242783546448,200,78,760,122,75,196,200,56.087779278755185,1,1,0,723ba16b3864e17a0dfc3c1f494be2278013c064c7895d4666f7ce7f65dcffd6
adsd,2203,242,38fe85a09550fe649889929af3fe3c654c5961ad3e513cd41a6679f35ad89f06,56.140711545944214,301,76,751,225,75,300,301,55.95419755409722,1,1,0,43bb8eed973672eff0e1812260e8f8b26313212bfbec27f2ca8a417c210bbda8
adsd,2203,243,30861a3b0fea0754c224e45f3c24c88176a2c4e45ae707a2da0f68bb39f55df1,40.00655746459961,186,54,536,132,53,184,186,39.57637942734585,1,1,0,7ce1558f26c26974deb262d64fbc32eed067ccc68a90015be5de32a335524691
adsd,2203,244,8a18ea1fdd4273cd1fba1c9ae6534af2d448fd440a69c40e7587917748efe6a0,54.56887912750244,296,74,730,222,72,290,296,53.46275319924226,1,1,0,42c97f950abf2b1205caf2507e2851261a05e5899649b8fece0ad70a8da1d88c
adsd,2203,245,a02a9dd44a028b48ee25b7c1f1a9f41683532d8b8533cb1d7006e2c3d33024a5,38.51377081871033,231,52,515,179,51,229,231,38.18031825750937,1,1,0,f379bd9736fe26e7124635ef09a9ee1d3bd5903e3927a2a0a3af3e28769ea31e
adsd,2203,246,10b3cef0bc5a0a9461c025f0d700cc85329760cd826369ec293c66567d8a5579,61.28290367126465,343,83,821,260,82,342,343,61.10423631362248,1,1,0,7eb151e8f9363811eefad542839759494f2436e9831743d90ad9a5aaea7e9f00
adsd,2203,247,58ec0a5922910f99687099ea3c69127578a6d153d419fb33ccc0b97dab9b347a,38.04268980026245,176,53,496,123,47,161,176,34.800415101376444,1,1,0,9827d1a8bf8c12d2084cbaab294d71cf817b6ce08885e08a9a729ecf585dc0bc
adsd,2203,248,b4110915c4beff03f995acf9b94910203b330c7bd8f1f601d986a205221518d0,19.3872127532959,101,27,252,74,22,88,101,16.891828933564742,1,1,0,587ddadb3e962bec675b755b9373c30e8ded37baf045c11b4f89a2d09e4f12e1
adsd,2203,249,48dde2ddd9ccb1a5cda675f6f4123aaefe679323ef29c9db53d86a7c4acf84c6,45.20845079421997,310,61,606,249,60,304,310,44.333448520783456,1,0,0,f1cf777e8d9b8f777ebad1b5fe48dc60eb0a3408ef9bb5f8466f9a52b45c187a
adsd,2203,250,545e9626d38336a62e0d259d6ae110468924a9c5edd4e3e2035e824b840f4945,40.1978075504303,197,55,533,142,52,189,197,38.56540927427069,1,1,0,9e8a0bd3ece662ffaf78bae0b63b4e2792d38a4721b0f8e9ac2038dea379b38b
adsd,2203,251,58585cbaa8c1c89597af0ac775c1a89afa12e5610960ea70243fed1968a85dea,25.678346395492554,112,35,341,77,33,107,112,24.53199164569378,1,1,0,f3ba19bb6ee9a2b70498e6d322f9475b86bd783a4cd6fb9f2e352f175918bce2
adsd,2203,252,376e72006cfcb39505f7834e5b7cdf0c4c3c57093612787dc6294b8cfb322997,36.224729776382446,152,49,486,103,46,141,152,33.6032032794074,0,0,0,e25d1a70adb5249ed813424c857bccda9c7fbf56c7abe16caa0ade692326616e
adsd,2203,253,c754bacae84f5d4a1ffab7f88ad387c4cff28e66e5fa1849004be3d8b7d2791f,79.27647185325623,272,107,1066,165,106,266,272,77.52772615061087,1,1,0,65347f5785e4ff9a4c7f343224b91838620af73847a252730d879cc4b4c9b41e
adsd,2203,254,a0a9019b6bede9160c25d3723f76c7bc55366f4c346737bd69c8d16de04be4e3,23.196412086486816,112,32,304,80,28,96,112,19.882638931274414,1,1,0,e8793d0c21a78d170d10c5489347d095b3bc33f0bdd7f6934fde91c5b87d1712
adsd,2203,255,019f631aaaf41e843938b5bd62cffe7382aac7981b31f88da0c0c55563f43efe,33.08139491081238,183,45,440,138,43,179,183,32.35830431166894,1,1,0,c3f8df435dd6194a82cce27f645923d9ad3d1c74f77e5a5cd4d556f29260df5c
adsd,2203,256,135430c89fe3361e0ba10a378cac8e8330a7ee51a2bee358d3c90d6c771fb20c,51.81454634666443,188,70,695,118,69,187,188,51.53893705758642,1,1,0,c865aa89d2ca3b3f2a3acf41ed5325d03e1bb2d671fdb4eec26c9f8d7716d49c
adsd,2203,257,f1dee5a761b47dd87e394d7612b15a29182787a6dd6377bc3268a0f148bd7be1,101.07610082626343,363,140,1329,223,124,326,363,90.77357815251206,0,0,0,d0faa0c0e5b3238c970282ceecaeac66553cb3d53fb12a5aba543ab7616c0950
adsd,2203,258,4e4149364f0536de88ca096718a859aad6a48c57ad16cda09abc00c3820a9dab,26.40948724746704,133,36,351,97,35,132,133,26.210919674177816,0,0,0,61d325cfbe9de6b376a1acbd725348f4a888c2861eb8cccf480a4b6b883377ab
adsd,2203,259,1996a72dbf80558f4505f413993dfbd8b5daa193428dd1cc03e638cbe84e060a,63.29865503311157,359,86,845,273,81,346,359,61.00650317954486,0,0,0,5050cf74bcd946a8fd273c6072827d1a950b30380a8c13a8054fe8706db33a0f
adsd,2203,260,2e9bb88c177fdf7ec236c94689a74f348fbef535135cdffd083c4a26f800013c,52.874343156814575,189,72,706,117,69,179,189,50.076758862803224,1,1,0,659cd3a40a118316cc478252b2dfc602f054095487812484fc8f75108167c706
adsd,2203,261,e147817fc19c33bb20e2bbce9583f6509aca36be172d4d6f2a0b198952436cf2,36.46387982368469,151,50,483,101,47,144,151,34.77350128881189,1,1,0,b969de05d7c6d8c7285cb0aa3f2a3c421d368a95b4e0004fbd3925d870286c6d
adsd,2203,262,7065494bcecb24a69764ddadd5483d69213d32d0ea4c922f169fec5849e3aade,37.06675148010254,146,50,498,96,49,138,146,35.035696604480485,1,1,0,79c4c3f69845bf8c9e2af5b265fc3ace7bfb16e37690d720259269b9b4c16f48
